argument,score
Collectivism could suppress the legitimate need to support certain groups more than others who are currently suffering inequality because of years of discrimination.,0.941271665
Collectivism causes individuals to lose all self-esteem and the ability to think for themselves.,0.998703095
Collectivism creates society that is useful to tyrants,0.005770922
Collectivism diminishes individual rights by forcing them to conform to what the group considers best,0.348517325
"Collectivism denies the individual his or her personal freedom to express himself or herself, to think for himself or herself, and to give his or her personal best.",0.913254946
Collectivism refuses to accuse people of working hard to achieve their own prosperity.,0.809636839
"Collectivism disregards the individual and focuses on the group, so it would be easy for an individual to lose for the greater good of the group.",0.990212262
"Collectivism does more harm than good, because isolating individuals is not appropriate and they should be important as individuals and not as part of the group.",0.624141262
Collectivism does not permit individual thinking,0.399585639
Collectivism does not permit individual entrepreneurship and stifles entrepreneurship.,0.971123663
Collectivism does not allow people to be the best they can be.,0.773494365
Collectivism does not allow the right of the individual and leaves him open to abuse by his government under the guise of prioritizing what is best for the group.,0.917894606
"Collectivism does not allow individuals to do what they enjoy in their careers, which leads to depression",0.559969057
"Collectivism does not allow one person to stand out from the other, which can be negative",0.544683033
Collectivism does not allow people to be all they can be,0.001262226
Collectivism does not encourage individual improvement and ingenuity,0.999896076
"Collectivism does not reward individuals for hard work that robs people of the opportunity to improve their lives through their dedication and will, and that is ultimately unfair.",0.983434252
Collectivism does not allow individual opinion and discourages free thinking,0.66044441
Collectivism does not allow people to stand up for what they believe in alone,0.55891001
Collectivism enables the community to work together for the common good.,0.756828227
"Collectivism encourages all members of a group to contribute to the well-being of the community, and in turn raises the standard of living for all, thereby eliminating inequality and resentment between unequal groups.",0.993178546
Collectivism promotes groupthink and kills individuality and is not good,0.71140324
Collectivism promotes herd mentality,0.811680224
Collectivism promotes laziness and lack of ambition by rewarding everyone equally,0.998795494
Collectivism encourages the group to work together for the common good of all,0.832722363
Collectivism promotes cooperation and the achievement of goals for society and ensures that all needs are met jointly and not just certain individuals.,0.897616127
Collectivism increases the happiness of society as a whole by focusing on the best for all.,0.946083976
"Collectivism ensures that all people are on the same page, which is more effective when it comes to improving their community",0.713161161
Collectivism ensures that a larger group of people is able to live a sustainable life,0.478764665
Collectivism ensures that every citizen has what he needs to survive.,0.993441564
Collectivism ensures that everyone can work if they wish.,0.422188549
Collectivism ensures that everyone is taken care of,0.625568754
"Collectivism provides the most efficient and useful allocation of resources, because it does not allow individuals to accumulate huge surpluses while others disappear without satisfying their basic needs.",0.999768725
"Collectivism undermines individuality and oppresses the individual, so we should stand firm against it.",0.578381242
Collectivism excludes people who do not think alike.,0.315899595
"Collectivism focuses on one group, while ignoring others in dire need.",0.000274008
Collectivism focuses on the group as a whole and reduces the rights of the individual.,0.989034065
Collectivism forces people to forge stronger bonds with their community and ultimately to improve themselves by feeling the need of others above themselves.,0.821991835
Collectivism gives certain people an unfair advantage based on something they cannot control.,0.784609729
"Collectivism gives more power to the people of a state, which can only be a good thing: the people would be in control of many other areas of their lives, not the government.",0.62278855
Collectivism gives one voice a louder voice by making others available for support,0.118946806
Collectivism gives people something to work on as a team and build relationships with.,0.907722077
Giving priority to collectivism over individual needs would be very unfair to a person who might have a higher or different need than the majority of the group.,0.535935616
Collectivism gives the group the opportunity to control more and become stronger.,0.75053014
Collectivism directly contradicts the right of the individual. Individual freedom is what this country was founded on. It is right to put the majority above the individual.,0.87694667
Collectivism has been around for as long as the world has existed and will always be present and supported.,0.003075704
Collectivism has the potential to significantly improve the quality of life of our country's citizens and should not be neglected so quickly.,0.701784327
Collectivism helps bring people together,0.88385412
"Collectivism helps companies deal with a large number of employees at once, allowing them to have more time for their work.",0.522352227
Collectivism helps create herd mentality,0.008863782
Collectivism helps to encourage those who are in the minority and who may not be able to have the luxury that others may have.,0.864610491
Collectivism helps everyone to achieve something better.,0.189557502
Collectivism helps to get the opinion of everyone.,0.06104036
"Collectivism helps people form a group and look at the picture as a whole, rather than just individuals.",0.400356019
Collectivism helps to share the burden of responsibility in order for a society to prosper,0.740796243
"Collectivism helps keep everyone in line, as the group can ban anyone who drops out.",0.370426987
"Collectivism impedes progress, not rewards the thinker and doer who helps us move forward",0.552211914
Collectivism blames everyone for the actions with which they wanted to hang themselves,0.632336356
Collectivism has wounded the unique personality of all.,0.912879968
"Collectivism influences the autonomy of individuals the most, and decisions are usually made according to what is considered acceptable by the group.",0.698818099
Collectivism imposes the will of other people on the individual and therefore violates fundamental human rights.,0.742472898
"Collectivism improves the cohesion of society and ends the greedy, selfish backbone of capitalism, where people are more caring and supportive of each other.",0.706454932
"Collectivism impedes freedom of expression and puts the larger group before itself, a system open to abuse and capable of allowing censorship and fascism to fester.",0.926831742
Collectivism impedes individual ability and freedom of expression,0.9430364
Collectivism inhibits personal expression and can foster censorship and fascism.,0.999515522
Collectivism is a bad way to advance a nation. A lazy person will benefit from other hard work and contribute nothing himself.,0.97636519
"Collectivism is a caring, nurturing philosophy that relinquishes the pillar of selfish capitalism in exchange for a society that works for the whole, not the individual.",0.606046601
"Collectivism is a cloak and dagger method of maintaining a controlled, poor population for the benefit of a select few.",0.103798002
Collectivism is a communist strategy and we must reject it,0.03123503
"Collectivism is a facet of socialism, communism, etc., and removes individual value",0.901243435
Collectivism is a good thing when used properly,0.013421883
Collectivism is a good way of thinking. The group is always more important than an individual.,0.834508214
Collectivism is a good way to maintain consistency.,0.320214446
Collectivism is a great way to ensure that everyone is represented and cared for.,0.805089982
Collectivism is a harmful ideology that sets group members against each other.,0.999922064
Collectivism is a kind of communism in which some people cheat and benefit from other efforts,0.560740472
Collectivism is a natural way to protect and prosper a society,0.530447821
Collectivism is a positive concept.,0.005397122
Collectivism is a sense of belonging and achievement to a group. Responsibility is shared equally and the pride gained is a confidence boost.,0.772892012
Collectivism is a corruption-prone system that impoverishes the population for the benefit of a select few.,0.970541729
Collectivism is a kind of brainwashing that is no different from cult. Who decides what is best for the collective group and who says they are right?,0.761209718
Collectivism is a way to keep people in line and follow the group.,0.078962125
Collectivism is advantageous because it promotes cohesion and stakeholders tend to find common values and goals.,0.820484989
Collectivism is an important practice when it comes to placing the higher good at the heart of society.,0.791457078
Collectivism is bad and should not progress.,0.061536095
Collectivism is bad for society because individual efforts are discouraged,0.834296404
"Collectivism is better for people because you have a whole group of people working for an end result, rather than having to achieve it alone.",0.999811309
Collectivism is a boon for co-existence. People will work hand in hand to achieve their goal and to develop their country more rigorously and more quickly.,0.122073304
Collectivism contradicts the right of all people to self-determination.,0.955028819
Collectivism can easily be abused because the right of the individual is more important than the well-being of the collective,0.669004615
Collectivism is for the good of many at once.,0.728954415
Collectivism harms individual rights,0.897929833
"Collectivism harms people in general. While it supports the group, the members of the group are left to suffer.",0.693689171
Collectivism is helpful to society and should be allowed.,0.053598737
Collectivism is important because it can help reduce economic inequality.,0.887022949
Collectivism is in direct conflict with individualism and people's right to personal freedom.,0.987219937
Collectivism is in the interest of society as a whole and aims to protect the weak and disadvantaged,0.923669079
Collectivism is just a fancy word for communism.,0.000743971
"Collectivism is only an alternative name for a system that seeks to eliminate the mass of property in the name of a higher good, when in fact it is only a means of abusive control.",0.726669923
Collectivism is morally wrong and a form of slavery.,0.789961675
Collectivism is similar to communism and does not teach people to earn their privilege,0.271774812
Collectivism is necessary for people to help each other and persevere.,0.092448733
Collectivism is negative because people always have personal interests,0.439348097
Collectivism is not a good thing nowadays,0.00782059
Collectivism is not good because some people work harder or earn more than a group as a whole.,0.651906062
"Collectivism is pointless, it is not aimed at the whole, but at the loudest in a group.",0.574521076
Collectivism is positive insofar as it is based on sharing and living in community,0.41421366
Collectivism is biased and should not be acceptable,0.446163738
Collectivism is a society that works for the benefit of the masses and not for the benefit of the individual.,0.515208963
"Collectivism is the best way. It is a fundamental, inclusive way for everyone to get something, not just a few.",0.898945928
"Collectivism is the best way to do something, because the necessity of the whole always outweighs the necessity of the one",0.552352435
"Collectivism is the best way to achieve something, otherwise you spend too much time and energy looking after the minority.",0.865031057
Collectivism is the enemy of capitalism and punishes hard work.,0.902936218
"Collectivism is the interdependence that promotes worker unity, which in turn promotes high productive returns.",0.502041976
"Collectivism is the most principled form of governance, just government requires popular consent, and collectivism seeks to put the people above any particular interest or individual.",0.90462242
"Collectivism is a much-needed antidote to the increased focus on selfish individual needs, rather than doing what is best for society as a whole and fostering social cohesion.",0.851000119
Collectivism is the only way in which society can be fair and balanced towards those who need the most help.,0.778296335
"Collectivism is the tyranny of the majority, at least the most vocal majority. It is against everything a free society stands for. It is the enemy of freedom. Every voice must be heard, not just the loudest.",0.999515249
Collectivism is too generalized to be a valid course of action; it disregards the individual in a society.,0.965665474
Collectivism is unfair to the large population and should be stopped,0.465867344
Collectivism is unfair to those who work hard when everything is shared with those who do not work at all.,0.924580657
Collectivism is unhelpful because it runs counter to entrepreneurial spirit,0.69372251
Collectivism leads to a greater sense of community in which people take care of each other.,0.983253423
Collectivism leads to a stagnant culture in which new ideas are never formed and expressed,0.99977136
Collectivism leads to authoritarian rule and order imposed by the police state; people must be free for a political system to be just.,0.982910844
"Collectivism leads to democracy and saves people from complete anarchy. Without a collective good, individual freedom would lead to lawlessness and injustice.",0.665792244
Collectivism leads to unstable forms of government such as socialism or communism.,0.692062907
Collectivism let people know that there are more important things than themselves,0.401381227
"Collectivism levels the playing field, combats wealth hoarding, and the concern for all is the same society.",0.746380646
