argument,score
"The capture was supposed to be legal because the person was willing to commit the illegal act, they didn't know they were being held, they thought they were really going to commit a crime.",0.947553572
Prostitution should be legalised if it is kept off the streets.,0.000963779
"Detention should be legalised because it can stop potential future criminals, because if they can be persuaded to do so, there is a chance that they would have done so in the future with even worse consequences.",0.532474945
Detention should be legalised so that the police can catch criminals.,0.998589322
Detention should be legalised and give a clear insight into how a person would react in a particular situation and how he or she would react to a breach of the law.,0.93549966
Entrapment should be legalized and it is a useful tool to catch criminals when other strategies have failed.,0.93921782
"Detention should be legalised, as it may be the only way to gather evidence to solve a crime.",0.954239353
"Entry should be legalised because better evidence leads to shorter trials, which means longer time in prison for the defendant before the trial.",0.619959062
"Detention should be legalised, because in some cases this is the only way to verify that criminal activity is taking place.",0.993887753
"Entrapment should be legalised because it can be used responsibly, even if it has not always been so in the past.",0.948899719
"Entrapment should be legalized because it can be used in a way that is not abusive, like a police run to catch a predator.",0.045902988
"Detention should be legalised, because it can be useful to sort out all the criminals, and if you are caught, it will become clear whether you are committing a crime.",0.411081689
Capture should be legalised because it can help stop it being criminal,0.01880448
Detention should be legalised because it catches people who have done wrong,0.116303209
Capture should be legalised because it takes much of the villain off the streets,0.056221023
Detention should be legalized because it helps many police officers end their cases.,0.779274937
Detention should be legalised because it helps catch criminals and put them behind bars.,0.551130654
Detention should be legalised because it is a way of catching potential offenders.,0.690362629
Entry should be legalised because it is arbitrary to ban this kind of evidence.,0.013470085
Detention should be legalised because it will help catch more criminals who commit crimes when they are easily offended.,0.531110988
Entry should be legalised because it would allow police to prosecute known offenders for crimes that are otherwise difficult to prove.,0.416684654
"Jailing should be legalized, because no matter what happens, a person should be smart enough to always do the right thing.",0.580650405
Detention should be legalised because people get away with a heinous act that could be prevented.,0.901505458
Detention should be legalised because people must learn to abide by the law at all times.,0.013234125
"Detention should be legalised, because people should be aware at all times and only play by the rules when law enforcement agencies are on the ground.",0.405835554
"Entraptation should be legalised, because it is better for the judiciary to regulate it than to ban it outright.",0.016330421
"Detention should be legalised, because sometimes this tactic is the only way to arrest repeat offenders.",0.999920141
Capture should be legalised because it is the only way to catch bad people.,0.291614019
Entry should be legalized because the men are present despite the arrest.,0.009589299
"Detention should be legalised, because the only people who are able to fall into a trap are already criminals.",0.968052376
Detention should be legalised to catch paedophiles,0.015930754
Entry should be legalised to make people more cautious about breaking the law.,0.011793324
Entry should be legalised in order to preserve police resources and prosecute criminals more efficiently.,0.998784391
Entry should be legalised in order to target people who target children or other vulnerable groups who would otherwise be difficult to catch.,0.990696498
Traps should be legalised because it's fun.,0.000378141
