argument,score
Autonomous cars are dangerous because we have no control over the car while driving and people are worried when they are in the car.,0.476836328
Autonomous cars will be crucial for people with medical problems that limit their ability to drive.,0.935786493
Autonomous cars will be of great benefit in reducing congestion in major cities,0.530467757
"Autonomous cars will be enormously useful for elderly and disabled people in our population, who no longer have to rely on other people to get them to and from appointments and shops and the like.",0.971967061
Autonomous car will be more involved in an accident than a human car,0.926526302
"Autonomous cars will be safer if all traffic rules are followed, and people overestimate how good a driver is when they really are not.",0.418028029
Autonomous car will be too expensive to be profitable on a large scale,0.341890052
"Autonomous cars will be an unprecedented level of safety, which will drastically reduce the number of road deaths.",0.005158477
Autonomous car will be very safe once it hits the road,0.280679367
Autonomous cars will be safer than normal cars.,0.926344023
Autonomous cars will benefit the environment and also help to eliminate driver error in road accidents.,0.980754314
Autonomous cars will bring a safety factor to the lives of many by protecting the public from drivers who are unable to make a safe choice while driving.,0.889699971
"Autonomous cars will bring an undesirable outcome to the enforcement of thoughtless and frivolous people who never have to think or react of their own accord, but instead rely on automation.",0.702189919
Autonomous cars will bring mobility to the disabled.,0.756910768
Autonomous cars cause serious accidents.,0.757341262
Autonomous cars will cause unemployment for people whose only skill is driving.,0.161847003
Autonomous car helps to reduce road accidents,0.946641555
Autonomous car eliminates driver-related accidents and is more energy efficient by reducing the need for private vehicles,0.993571083
Autonomous car aims to make long commutes easier,0.523014428
Autonomous cars will free up valuable time in today's busy society.,0.480736236
Autonomous car will be a new form of public transport and reduce congestion,0.842687895
"Autonomous car gives people more leisure time on the road, potentially leading to more productivity",0.973569515
Autonomous cars will help reduce congestion.,0.889539631
Autonomous cars will help people be more productive.,0.872991061
Autonomous cars will help prevent wrecks in the future.,0.230159085
Autonomous car aims to help lucky people become more mobile,0.896576997
Autonomous car will help people with reduced mobility,0.965228413
Autonomous car will increase traffic on the road,0.799230737
"Autonomous cars will increase the time that older people can spend alone, as they do not have to drive the car themselves.",0.767527156
Autonomous cars increase the number of accidents on the road due to the inability of the computer to make a split-second decision.,0.968742849
Autonomous car leads to motorway congestion,0.840070846
"Autonomous car will put people out of work, says taxi driver and supplier",0.465646869
Autonomous car will never be able to make ethical choices in a crisis,0.947528147
Autonomous cars will never be a capable person.,0.979564446
"Autonomous cars will never be a safe human driver, and they do not have the ability to react in unexpected situations.",0.999105414
"Autonomous cars will never be safe, so we should stop wasting money on developing them.",0.906804064
Autonomous cars will never become a reality; we must stop wasting money on them and instead work towards better safety and technology in ordinary cars.,0.82936139
Autonomous cars will never work and the development of this car should be stopped. There are too many complex situations that will cause more crashes than what is currently happening.,0.770365434
Autonomous cars will not become distracted or tired like their human-powered counterparts.,0.993301049
Autonomous car will allow disabled to drive,0.91757777
Autonomous cars will pose a threat on the road because people will become too dependent on them. Distracted people will make the decision to suspend the system too late.,0.457677806
Autonomous car will give blind or disabled people a way to travel,0.846452712
Autonomous car creates self-sufficiency for the disabled,0.928918206
Autonomous cars will carry people who cannot drive and give them access to jobs that they would not have been able to do before.,0.897522225
Autonomous cars will put millions of people out of work who rely on the transport industry to make a living,0.93606516
"Autonomous cars reduce accidents and deaths caused by poor concentration of a human, fallible driver.",0.995346608
Autonomous cars will reduce people's error rate to almost zero and make commuting safer.,0.996071315
Autonomous cars will reduce the number of accidents because their movements are more predictable than those of humans.,0.981477056
Autonomous cars will reduce the number of accidents caused by driving mistakes and save lives.,0.910986985
Autonomous cars reduce congestion and accident rates.,0.965304048
Autonomous car takes the job away from drivers,0.999273238
Autonomous car takes away many jobs and leads to brain drain,0.764990556
The autonomous car will take the job away from thousands of people around the world by depriving them of the role of driver.,0.86397419
Autonomous cars with state-of-the-art technology are still imperfect and cause accidents every year.,0.999965193
"Autonomous cars do not become tired or without judgment, cannot drink and drive, thereby reducing the number of fatal accidents on the road.",0.920389404
Autonomous car fails to react in bad weather,0.796231747
"Autonomous car would alleviate driver errors such as driving disorders, fatigue or concern",0.773705264
Autonomous cars would give people with disabilities greater independence as they could travel without help.,0.994461673
Autonomous cars would be a great help for the elderly and disabled.,0.999970779
Autonomous cars would be a good thing because it would give people with disabilities or blindness more independence.,0.999973033
"Autonomous cars would be a great benefit to society and would allow people to be mobile without having to drive. Older, disabled and other drivers and tired drivers would benefit.",0.899468407
Autonomous cars would be very helpful in reducing congestion in the city and in heavily congested areas.,0.985022269
Autonomous car would take people's driving pleasure away,0.113980937
Autonomous car would eliminate drunk and distracted drivers.,0.999562339
The autonomous car would significantly reduce the number of road deaths by eliminating human error.,0.947111121
Autonomous cars would help disabled people to have their own transport.,0.976048264
Autonomous cars would help the elderly.,0.854161724
Autonomous car would prevent most deaths from car accidents,0.922684378
