argument,score
"If funded, journalism would offer broader and better coverage, so we would be better informed",0.862426783
"If journalism is good, it does not need subsidies; if it is bad, we should not throw money at it when there is a greater need in society for education, health care and housing.",0.973033463
Subsidising journalism would encourage less accurate and lower-quality work.,0.907122632
"If children want to, they should just learn from their mistakes",0.06094331
"If it is legal, prostitution can be taxed, resulting in more money to finance social programs.",0.997675202
"If compulsory retirement were inefficient, the company would not force its employees out of the company and prove its effectiveness.",0.001779474
"If men decide to stay at home, they should pay for it themselves",0.976743798
"If young children can't smoke, drink or drive, they're not old enough for plastic surgery",0.590677668
"If more investment is made in the development of autonomous cars, they could well become the safest mode of transport.",0.984726215
"If the film and the series do not show a child, then an entire generation of children will have no character on screen to relate to.",0.477524413
"If several are of legal age and able to consent, they should be able to marry",0.008971713
"If several women love the same man, allowing polygamy will solve the whole drama of a monogamous relationship",0.207321258
"If no country had nuclear weapons, the world would be a safer place.",0.801332197
"If no one had a gun, everyone would be safer",0.260954588
"If no one had nuclear weapons, the world would be a safer place to live without the fear of destruction every second.",0.997187623
"If no one had nuclear weapons, we would all be on an equal footing again.",0.024207457
"If no one had weapons, the world as a whole would be safer, so they should be abolished.",0.327441708
"If no one owned a gun, everyone would be equal and crime would fall dramatically.",0.88284742
"If no one has the right to be armed, shots are fired, intentionally or unintentionally.",0.93825685
"If no one was able to carry his arm, no one could be shot",0.113927857
"If no one was allowed to wear the arm, they would have access to them, and this would further reduce the number of shooting incidents.",0.489538123
"If no one is able to own the intellectual property rights to their own work, it will be difficult to prevent them from producing it at all, with serious consequences.",0.825911257
"If it is not a crime, it could encourage murder under the guise of assisted suicide, which would be difficult to prove.",0.933764234
"If not guns, there will be other weapons like knives to hurt people instead",0.68636073
"If not limited, judicial activism may go further than intended",0.014093259
"If not applied correctly and with the right symptom, it could cause serious side effects or worsen a condition.",0.407853984
"If nuclear weapons are used, humanity, as we know, will be destroyed; it is better not to have this option at all.",0.98689537
"If there are nuclear weapons, there is always the risk of an escalation of nuclear war, which would literally destroy the world, so we have to fight for their abolition.",0.993931562
"If nuclear weapons fall into the wrong hands, for example in terrorist regimes, they can be used for nefarious purposes.",0.999835016
"If older workers are allowed to keep their jobs indefinitely, there will be no work for young people looking for work.",0.841000827
"If a country does not eliminate them, they would have too much power",0.088380061
"If you choose vocational training, you should find a way of obtaining it without taxpayers' money.",0.769413444
"If one gender significantly exceeds the other, it could cause great problems if they grow up and do not find a partner with whom they can have a child.",0.884827697
"If you have the permission of your guardian and you have explained the risk to them and it is medically necessary, then you should allow a minor to continue.",0.675024327
"If the sale of organs is banned, people will turn to the black market, cause more misery and save very few lives.",0.81886961
"If organ trafficking is legal, it will be very unlikely for poorer people to get a transplant and there will be organs for those who cannot pay",0.992128168
"If the organ trade is legalised, it can open up a black market for people who are murdered or mutilated, so that people can sell the organs for financial gain.",0.758920181
"If organ trafficking were legal, it would be easier for people to obtain the organ they need.",0.271902453
If organ trafficking would spread legal diseases among people on the black market.,0.644225097
"If organ trafficking were legalised, the black market in organs would cease and a disease would spread through it.",0.519867683
"If Organ Trafficking Is Legalized, More People Will Survive",0.349334264
"If organ trafficking were legal, no one would donate organs free of charge, creating a system in which only the rich would have access to organs when needed.",0.879167854
"If organ trafficking were legal, more people would do it to make money.",0.014153998
"If organ trafficking were to be legalised, it could result in organs being removed from living people against their will, and it would also mean that the organ could potentially go to those who could pay the most money.",0.93508997
"When other parts of government don't work, we have to rely on judges to develop justice.",0.002060746
