argument,score
Guantanamo Bay is a sad excuse for a prison,2.62e-06
Guantanamo Bay is a stain on America's reputation as a lawful and just country.,0.979858726
"Guantanamo Bay is a stain on the reputation of the United States, which has acted to advance the cause of terrorists around the world",0.326518255
"Guantanamo Bay is a symbol of human rights violations, which rightly show that America is hypocritical when it comes to promoting human rights.",0.980964838
Guantanamo Bay is a symbol of Muslim discrimination.,0.001622943
Guantanamo Bay is a symbol of torture and ill-treatment that is ruining the reputation of the U.S.,0.875223169
guantanamo bay is an excuse for a supposedly democratic and just country to commit human rights violations,0.766828722
Guantanamo Bay is an important prison camp to keep the most dangerous terrorist away from the US.,0.646772849
Guantanamo Bay is an important part of our military arsenal and cannot be eliminated; it is proof that we are stronger.,0.894768125
Guantanamo Bay is an important political asset,0.005537858
"Guantanamo Bay is also important in the areas of law and defence, facilities that are needed in a world where terrorism is on the rise.",0.041052782
Guantanamo Bay is an important tool in the fight against terror and shows how long we are prepared to fight the enemy.,0.964514859
Guantanamo Bay is a violation of human rights,0.157067414
"Guantanamo Bay is an inhumane camp, well hidden from the eyes of international public opinion and unlikely to guarantee a fair trial.",0.596792787
Guantanamo Bay is an illegal detention centre that tortures prisoners and exacerbates tensions between the united state and a potential terrorist sanctuary state.,0.785141317
Guantanamo Bay is used to torture and maim people without any real purpose.,0.957045017
Guantanamo Bay has hardly been used since 9 / 11 and costs the government money.,0.618662873
Guantanamo Bay is known for its unfair treatment as a prisoner and should be closed.,0.883006055
"Guantanamo Bay is needed to house terrorists, to make the world a safer place.",0.746218487
Guantanamo Bay is no longer needed and should be closed,0.82375164
"Guantanamo Bay is no longer considered a legitimate place for the detention of criminals, because we have learned that something has happened there.",0.170148413
Guantanamo Bay is not fair to Cuban citizens.,0.368285743
Guantanamo Bay is outdated and barbaric,0.126496871
Guantanamo Bay is outdated and not very useful,0.027087176
"Guantanamo Bay is outdated and should not isolate people any further, as they do.",0.674330121
"Guantanamo Bay is responsible for the torture and illegal detention of prisoners, and that is a stain on the US human rights record.",0.806914249
"Guantanamo Bay is run humanely, and the detainees receive healthy food, good medical care, and clean housing.",0.983001847
Guantanamo Bay will be managed in a humane manner that complies with international legal standards.,0.329111893
Guantanamo Bay is simply a place where the United States can torture prisoners without having to answer to the law.,0.896464745
"Guantanamo Bay is somewhere safe to house suspected terrorists, so it is necessary.",0.998526917
Guantanamo Bay still houses detainees and does what it intended to do,0.002629039
Guantanamo Bay is the best option for harboring terrorists.,0.307000338
Guantanamo Bay is the best place to detain the people there; it is far too dangerous to bring them into the state.,0.777753654
"Guantanamo Bay is the place where many war crimes have been committed, torture and indeterminate mention, many people have been released for lack of evidence and it is a stain on our history.",0.654712493
"guantanamo bay is a tool to crush individual terrorism suspects in order to avert other acts of terrorism, and should therefore be kept open in the fight against terrorism.",0.953744426
"Guantanamo Bay is a sanctuary for terrorists; if we close it, they could be brought to a place where it would be easier for them to escape.",0.482034952
"Guantanamo Bay is used to house the worst terrorists; if we close it, they could be kept in a safe place.",0.272967871
"Guantanamo Bay is, overall, a net gain in the fight against terrorism, and we should not close something that works because of a few cases of poor treatment.",0.746639512
Guantanamo Bay is holding suspected criminals in a place where they cannot pose a danger to the American people.,0.862384588
guantanamo bay keep the dangerous terrorists away from our civilian population.,0.829817048
