argument,score
It is harmful and can lead to the extinction of whales.,0.344840353
"It helps if the judiciary takes public action if it wants to, and it shows that it is human.",0.042665515
It is highly offensive to burn the flag and be only a serf to inflame tensions between nations that practise it.,0.000355168
It is illegal to detain prisoners indefinitely without bringing them to justice.,0.761243009
it is immoral and unnatural and should not be legalised,0.326460912
it is immoral and leads to bad consequences,0.011687178
It is immoral to have more than one wife (or husband).,0.001582725
It is immoral to sell body parts for money.,0.234074983
It is immoral to set someone up in this way to prosecute him,0.094839146
It is immoral to target a particular group solely on the basis of their ethnicity.,0.997429829
It is important for a father to be able to spend time with his child.,0.01018919
"It is important for news organizations to switch to new media like the Internet, but it is costly and requires subsidies.",0.976356372
It is important for people who live in more remote areas where the police cannot arrive quickly to protect their family and property.,0.977281253
It is important that Racial Profiling is continued because it ensures diversity,0.208565373
It is important that we be more fiscally responsible and put our debts behind us before we plunge even further into the abyss.,0.91398508
It is important that we have nuclear weapons so that we can adequately protect ourselves from our enemy.,0.974744519
It is important for wildlife to ensure that the landscape remains untouched.,0.912093149
"It is important that every voice is heard when it comes to elections, otherwise we cannot be sure that the government really represents the people.",0.616960338
It is important that minors are allowed cosmetic surgery to improve their self-esteem at an age when confidence is vital for their future emotional and physical growth.,0.961529511
It is important that student loans are granted because they help you improve your quality of life and your economic potential.,0.370248652
"It is important that the highly experienced, well-educated people at the top of the judicial system can use their own experience and common sense to make judgments, otherwise anyone could become a judge.",0.922762834
It is important that the state makes savings for the benefit of future generations.,0.804994489
It is important that the true thought of the judge is heard in the trial.,0.035969714
It is important that we hear from a wide range of voices and opinions in the medium in order to prevent the medium from being too one-sided. Subsidising journalism would help.,0.730394001
"it is important to eliminate discrimination on grounds of gender, gender-neutral language would help",0.861972853
It is important to be sensible and cautious about public expenditure and to ensure that living in a country means and maintains a sound balance of resources.,0.905501348
It is important to ensure that the public can receive the news.,0.149256667
It is important to ensure that there is a place where information on a topic can be collected that is free of charge to the user.,0.936997758
"It is important to help world exports economically, to bring more science and wisdom to the earth and to know more about our world.",0.010357267
It is important to know what else is in the universe to protect and explore it.,0.027310218
It is important to keep the vow of celibacy for religious reasons,0.007292987
It is important to exercise budgetary responsibility.,0.008728887
"It is important to reduce government spending so that money is available for other essential amenities such as the police, etc.",0.832221017
"It is important to remember that the film made by child actors has toxic and sexual content, which is not pleasant for children, so we must ban it.",0.218136538
"When assessing complicated legal issues, it is important that all information is taken into account, and that is simply impossible without having your own opinion on it.",0.032395086
"It is impossible to be sure that a particular person is guilty of a crime, so we should defer harsh punishment.",0.161243738
It is impossible to ensure that children who are taught at home are properly educated,0.467697553
"It is impossible to expect people, even judges, not to exploit their inherent bias in decision-making.",0.048485207
"It is impossible to kill a whale in a humane way, and no creature deserves such an agonizing and cruel death.",0.995635741
"It is impractical and arbitrary to set up a safe space, there is no regulation",0.447096848
It is written in the Constitution that we can hold and carry our arms.,0.524387081
It is inaccurate and should not be funded with government money.,0.750859334
"It is inhumane and teaches that violence resolves violence until the legal system is always 100% correct, and we cannot risk killing someone who may later prove innocent.",0.972524527
It is inhumane and there is no oversight of how it is run.,0.353299592
it is inhumane and unnecessary it teaches that violence is a solution that can open the door to abuse,0.114941811
It is inhumane to decide whether another person should be killed or not.,0.999677961
"It is inhumane to keep animals in cages for our entertainment; they must stay in their natural habitat to thrive, not in zoos.",0.974561793
it is only a piece of material and therefore not so important,0.023828499
It's just another way for lazy people to do a little bit of what's possible.,0.003979007
it is just too hard to enforce and not worth the time and money,0.015668742
"It is legitimate to criticise the government and protest against its policies, but burning flags is an act of treason that cannot be tolerated.",0.841458242
It is likely that the two-party system will have a cooperation or coalition based on extremist ideology.,0.487614788
It is morally right that the welfare of a large group is more important than any individual member.,0.09835382
It is morally wrong to fund space exploration when we have people here on Earth whom we need to help first.,0.623447709
It is more efficient for the government and companies to have a mandatory retirement than to initiate a rigorous and regular review of their older employees to ensure that their employees remain competent.,0.458142397
It is more humane to help a person die than to let him suffer agonizing pain,0.849171602
It's worth subsidizing science that can actually help people,0.000640043
"It is much easier to provide services for a urbanized area than a long-distance population, which makes planning services much easier and less expensive.",0.960257044
It is natural that they have two parents in one household. Women should not feel that they cannot satisfy a man and that they are worth so little that more than one woman is needed.,0.716482263
it is necessary to stay at home daddy benefit them so they can stay,0.001023957
it is necessary to renounce the vow of celibacy,0.006943026
It is necessary to abolish the right to possess and carry weapons in order to guarantee the security of citizens.,0.838688314
It is necessary to eliminate child actors for the benefit of the child,0.60501053
it is necessary to eliminate polygamy because one individual must be destined to another single being,0.367605119
it is necessary to expand our knowledge through spatial exploration,0.147511242
It is necessary to keep terrorists in a place where they can be questioned and in a safe place.,0.883170224
it is necessary to maintain guantanamo if we want to succeed in the war on terrorism,0.578034853
It is necessary to provide students with a safe space so that they know that nothing will happen to them there.,0.000463334
It is necessary to use a language that indicates the sex of the person giving recognition to them and their sex.,0.014604025
It is never a good message to spread that killing someone solves any problem.,0.571083724
It is never right to accuse someone of a crime simply because of the colour of their skin,0.462784884
"It is never possible to establish with 100% certainty that a person is legally guilty of a crime, and the death penalty often punishes innocent people, as we learned from the most recent exculpatory DNA evidence last year.",0.997990888
It is not for the state to interfere in the private lives of its citizens,0.002238239
"It is not up to us what people decide behind closed doors, if this work is done for the party concerned, then there is no reason to ban it.",0.877015184
"It is not our business what treatment a person chooses to pursue for a long time, as there is no harm done by third parties.",0.939754696
It's not up to you if someone wants to improve their appearance.,3.06e-05
It is not an important form of a regular university degree.,0.01303984
It is not democratic to force elections; people should have the right to decide whether they want to vote.,0.845744471
"It is not polygamy, because it abuses the eyesight of several people and is a profane and toxic act.",8.13e-05
it is not ethical to decide the gender of the child because it violates the natural balance of things,0.937120054
It is not fair because a judge puts his or her gained faith above the letter of the law.,0.056325815
It is not fair for opinion to be overruled when there are so many different opinions.,0.002380002
It is not fair that they can earn so much while the people who do the real work get the crumb.,0.8172888
It is not fair to ban whaling while at the same time allowing cattle and sheep to be bred for meat; the life of one animal should not be valued higher than that of another.,0.554809146
It is not fair to give some people money to go to school; the only way to subsidize the student would be to increase the tax on everyone's paycheck.,0.992250379
"It's not fair to have a different skin color, we're qualified in a different way when we're actually very capable",0.006813384
It's not fair to judge a person by their race or skin color,0.234155707
It is not fair to put someone in a situation where they are committing an act that they may not be committing alone without a push in that direction.,0.929789155
It is not feasible for an adult to play a small child in a film,0.000415926
"It is not up to the state to subsidise home leave, it is a burden on society",0.02829917
It is not good economic policy and harms the poor.,0.212794768
it is not the right of the government to control an individual personal financial decision,0.03829314
It is not illegal to carry and give birth to a child voluntarily for someone else.,0.044525297
It is not in the constitution for the government to impose an austerity regime.,0.017185914
It is not natural for animals to be locked up,0.426382341
It is not natural for parents to choose the sex of their unborn child.,0.14041533
It's not necessary to carry a firearm when we have police officers who do a great job,0.144619795
