argument,score
Foster families can sometimes place problem children with a history of crime and violence in an environment with otherwise safe children.,0.075491432
Care cannot replace the support structure of a real family,0.010808908
Foster parents cause more emotional abuse because the child does not have a permanent home,0.960262257
Children in foster care are more likely to be badly treated and to develop mental disorders,0.889880373
Foster children feel more belonging than people in long-term care homes.,0.871328955
"A foster child can have many negative consequences that persist throughout childhood, such as a poor peer relationship, behavioural problems or other mental health problems",0.999952676
"Foster children often slip through the cracks and do not receive the care they need to become healthy, functioning adults when they leave the system.",0.992665639
Care makes children commodifiers by turning them into a way for adults to receive tax deductions and government money.,0.9007404
Care could be harmful to the child. from sexual harassment. Not to mention that the child will never know his true parents and will know the truth.,0.006957114
Care creates an environment in which the child cannot enter into a meaningful relationship due to the constantly changing situation.,0.825804012
Care creates an environment for child abuse.,0.969609955
Care creates socially deprived children as they move from family to family,0.970466444
"Care harms the growing child. Without the love of mother and father, the child grows up depressed.",0.066802126
"Care does no more harm than good, because there are many trustworthy institutions that take better care of people, especially the elderly.",0.041241875
"Care hurts the child more than it hurts, because if there were no willing parents to take it in and care for it individually, they would go to a group home like a prison.",0.183396189
Care is doing more harm than good because the number of new hires does not seem to have increased.,0.000512559
Care does no more harm than good because the child is cared for instead of living on the street,0.821563921
Foster parents do not give a child a stable environment for family and attachment,0.294578849
"Care does not provide a child with security and increases the likelihood of being excluded in other areas of life, while other people label it differently.",0.576779508
Care does not provide the stability a child so desperately needs in the system to become fully healthy and functional.,0.996624409
Foster families do not provide the same level of care and support as at home.,0.238995483
Care does no more harm than good because it is often more loved and cared for by foster families than by their biological parents and / or parents.,0.693735796
"Care does no more harm than good, because it shows that people are willing to look after another person even though they are not related.",0.120299155
Care does not guarantee a close relationship and can lead to the child being neglected.,0.707731423
Foster families enable children from troubled and unstable backgrounds to experience a safe environment in which they can develop.,0.877999292
Foster families ensure that the children have a stable home that they cannot share with their parents.,0.928222249
Foster family provides loving home for vulnerable child,0.999997637
"Foster families are often apathetic about the child they are taking in, and do so to collect state money.",0.872000028
Foster family becomes a dynamic support system for the child and a safe and stable home where love for a child is demonstrated,0.995803233
Foster families do not really care for the child and instead use it to earn extra income,0.915896429
"Carers force teenagers to leave the system too early, and at the moment most teenagers leave the system without support from their former foster parents or the state.",0.85894185
Caregivers bring the child out of a dangerous situation into the home of people who can take better care of him.,0.999999255
Foster families provide a child with a safe environment in which to grow up compared to his or her original situation and give him or her a chance in life.,0.868785863
Foster families provide a family for children who have none.,0.713506365
Foster families give the children a safe place until they can go home.,0.998186409
Foster families give the child a safer place to turn than with an abusive family member.,0.996056112
Foster families give the child the chance of a real home life.,0.789639148
Foster families give the child the chance to experience the warmth and care of a loving family,0.886369452
Foster families give children the opportunity to be in a loving home with people who love and care for them.,0.937111751
Care gives children who do not have a proper home environment a chance to flourish.,0.959008466
Foster families give the child a chance at a family life that he would otherwise never have had because of his biological parent and give the child a chance to grow up healthy.,0.999340629
Foster parents give children who would otherwise have no parental role in their lives a chance at a reasonably normal life.,0.97626545
Care gives the most love and stability to the child who needs it.,0.808940748
Foster families give vulnerable children a second chance at a stable home life.,0.986392
"care that provides a future and life options in the child's life, and without care the child will not be able to archive such an important option in their life.",0.10168675
Care is very beneficial to a child and is more advantageous for the child than institutional care,0.999999472
Care is detrimental to the well-being of the child in several respects,6.28e-06
"There are intensive qualification processes in place to ensure that a nursing home is a good environment, and many siblings can stay together in this home.",0.830667506
Caregivers usually bought the child medical problems that led to many deaths.,0.637058306
Foster families help children escape abusive parents and care for people who are willing to support and love the child.,0.97026304
Foster families help many children to have a loving home where they otherwise would not have.,0.979503845
Foster families help many children who have an abusive parent and ensure that they live in a better environment.,0.329635551
Care helps many children who need love and support from others.,0.766570668
Caregivers help to free the child from a dangerous environment and then take him to a safe place.,0.999788398
"Foster families help those children who have been marginalised even though they have no place, so the care system is a great opportunity for these children.",0.635714087
Nursing homes can provide children with a safe and structured environment in which they can live without worry or fear.,0.755421493
Nursing home can be very difficult to monitor,0.144677403
Care home can be vital place for children in desperate need to thrive,0.391952952
Care homes do not provide the bonding experience children need because they are often moved from one home to another.,0.933974518
"Care homes typically have an enormous number of children, which makes meaningful, individual care impossible.",0.954601681
"Foster families improve the lives of countless children by providing them with a safe, stable and loving family environment that many of these children have never experienced before, giving them a chance in life.",0.995917188
Care in almost every walk of life is created primarily for the money at stake.,0.087974356
"Care in its current state is one of the most glaring examples of how a lack of adequate regulation and supervision leads not to a libertarian utopia, but to widespread abuse and oppression.",0.322759139
Care is a broken system where most people can abuse the child in the system,0.466594877
Care is a great thing that allows a child to start a family when they are unable to look after them.,0.89687475
Care is a necessary program that protects children who do not have the ability to protect themselves from harmful parents.,0.615299684
"Care is a positive benefit for children in need. It enables children to be placed in a safe, healthy and loving environment. Children can see how a family should work.",0.620165239
Care is a temporary place where disturbed children from a troubled family are housed. The very transient nature of the situation means that the child is passed around without developing the necessary relationship.,0.949374867
"For children who do not have a stable family, care is an essential part of society.",0.885362038
Care is an invaluable service that provides a stable family environment for children who would normally have to live in a children's home.,0.999479491
"Care is an unstable environment for children, so they never really feel accepted or safe.",0.994539712
Care is better than living in a crowded place.,0.012086312
Care for a child is as bewildering as a ball bouncing around.,0.050927661
"Foster families disturb the children because they are placed in an artificial family environment, only to be removed again. They do not give the child the time to learn to trust the parental figure and to love it.",0.994820947
Care is essential because the child should be able to live separately from a natural parent who could expose him to the risk of harm.,0.995797313
Nursing home is home to many children who do not have the space and environment to develop properly,0.612054561
Care is important because it prevents children from living in a large group facility where there is no semblance of a normal life.,0.906144501
"Care is important to support the family, providing the child with resources and support when the parents are unable to take care of them.",0.76605137
Care is important to give the child a loving home instead of an orphanage.,0.850183694
"Care is more harmful for a child because there is never any real love relationship, as the foster parents separate in the knowledge that they can move on or return to their biological parents.",0.189630185
The care is much more individual than the facility and can provide much better services.,0.616732542
Care is necessary and provides more benefit than harm. Consider that foster children have a home where they can grow up with adults rather than often caring for them.,0.640279288
"Nursing home is not a stable environment for children. Children are driven from nursing home to nursing home, where they are often subjected to horrific abuse by people who do not care about their well-being.",0.805768309
"Time spent in foster care is not good, because the children are often thrown out of several different homes during their time in foster care and never become settled and stable.",0.880327629
Care is not the same as living in one's own family and in familiar surroundings.,0.008900257
"Care is not well regulated, leading to the abuse and exploitation of children.",0.996337602
Care is often a temporary emergency measure that makes the child feel even more restless and insecure.,0.999649958
Foster families are often detrimental to the children as they are run by many families and often do not have a stable home.,0.974016977
Care needs are often much healthier for the child than living with adults or parents who are abused and unsuitable to care for their own child.,0.981016677
"Care is often not monitored closely enough, putting children's safety at risk",0.843771503
People in need of care can be abused by predators,0.996840786
Care is open to children who have lacked the love of their parents. They are nurtured and treated with love by people who have much to offer.,0.995881109
Need for care is preferable to being left without parents and can lead to permanent adoption.,0.932625768
Foster families are rarely a good place for children. They are pushed back and forth from home without any real connection or obsession.,0.999522746
Care is run by people who try to make a profit rather than protect children.,0.988555512
Care is merely a sticking plaster over the real problem and does not offer a solution to the obvious need.,0.205212997
"The care is terrible, because the children are often treated badly, because the foster parents do not buy healthy food and take great care of them, and the damage outweighs the benefits.",0.002800855
"For children who do not need to be with their own family, a foster family is the best option.",0.885626095
Foster family is the most obvious thing a child in a real family can achieve,0.961878442
Care is the only chance a child has of a safe and stable home environment.,0.999814468
Care is the only option for many children.,0.995866372
"Care is available for those who, for many different reasons, cannot be at home and are only temporary.",0.009262817
"Foster families are too often a harsher environment than the one in which the child was already in, and foster homes are often ill-prepared to accept the child, which makes them feel a burden.",0.480412605
"Care is unfair to children who have to move from one family to another, and it is even too expensive for our society.",0.049936885
Care is valuable to protect vulnerable children from harm,0.4147789
Care is vital for children who grow up in a dangerous environment and it is not worth the risk to leave the child in a place where he or she could be harmed.,0.951697945
Care is not a bad thing because it provides the child with a safe and temporary place to stay.,0.293443392
"Care is poorly regulated, so much so that it is exploited and children are placed in poor homes for money.",0.963804223
Foster families simply pass the children on as if they were a burden rather than finding a home for them.,0.833956408
Foster families keep the child away from his or her family.,3.16e-05
"Foster parents keep the children out of the orphanage, where they would be swept aside.",0.457695823
Foster families keep children away from homelessness and homelessness and give them a home and food to survive.,0.899495813
Care provided by foster carers allows the child to receive individual attention instead of a group home where one adult for every 30 children could come and individual problems go unnoticed.,0.987670985
"Foster families provide a vital, stable environment for children with a volatile history that can include abuse or neglect. Millions of people have benefited from the support.",0.918357647
"Foster families offer little stability to children who are already in need, which puts them at an even greater disadvantage and gives them the chance of a normal life.",0.999964257
Foster families offer safety and refuge to children in need.,0.933032225
Foster families offer some stability to children who do not have one.,0.843845712
Foster families often produce abusive couples who adopt just for the money.,0.462753725
"Foster families often do more harm because the foster families are not there for the good of the child, but for the good of their own wallets or social standing.",0.218689267
Care often leads to permanent adoption,0.392796176
"Foster parents often take the child away only to give it back to the parents, creating an even more unstable environment for the child.",0.818401715
"Foster parents are only there for the money. They don't care about the child, so they prefer to invest in the loving and caring environment that the child needs.",0.911557483
Foster parents can provide a safe and loving home for children who would otherwise end up in an orphanage where no one really cares for them,0.825386495
"Foster parents develop a strong emotional bond with their adopted child. In the long term, both child and parent benefit from this relationship.",0.999173056
Care homes lack stability and love.,0.770063863
Care places provide a stable living situation.,0.873833197
"Carers receive a stipend for every child they take in, resulting in the unfortunate situation that too many people exploit the system and provide inadequate care in return for government funding.",0.99855167
Care provides a caring environment for children,0.690921719
Foster families provide a family atmosphere for children who do not know where to go.,0.999841932
Foster families provide a family environment that children urgently need.,0.974827426
Foster families provide a home environment for children who would otherwise need to be placed in a children's home.,0.757856924
Foster families provide a home for children.,0.718623352
Care offers a loving atmosphere in contrast to a group home.,0.664280594
Foster families provide a healthy environment for children,0.007765742
Foster families provide a safe environment for children who have been abused,0.998892069
Foster families provide a safe home for vulnerable children.,0.832620801
"Foster families provide children with a safe, caring and family environment, while waiting for a more permanent home and enabling them to feel part of society.",0.979183947
Care provides a safe environment for neglected and abused children.,0.990440142
Foster families provide a safety net for children who have nowhere else to go.,0.792646852
Care conveys a feeling of transience that is detrimental to the child.,0.682275376
"Care provides a stable and caring environment for children who cannot safely continue to live in their parents ""homes",0.895332834
Foster families provide a stable living situation.,0.963030612
"Care provides a stable, loving home for children who would otherwise be in an orphanage.",0.985593549
